"","Species","Gene","Chromosome","peakStart","peakStop","GeneDirection","GeneStart","GeneStop","Distance","Proxy","Kd_Zenith","Kd_Max","ERE","Mis1_Max","Mis2_Max","Mis3_Max","Half","Info"
"100","Gorilla_gorilla","G6PD","X",154791500,154793500,"-",154850411,154834731,41231,"Down",154791500,0.00310902,0,1,0,2,3,"ID=gene31223;Dbxref=GeneID:101145237;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"108","Gorilla_gorilla","G6PD","X",154836000,154838500,"-",154850411,154834731,-11911,"Inter",154836000,0.00322475,0,2,1,1,3,"ID=gene31223;Dbxref=GeneID:101145237;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"109","Gorilla_gorilla","G6PD","X",154846500,154848500,"-",154850411,154834731,-1911,"Inter",154846500,0.00301262,0,1,0,1,2,"ID=gene31223;Dbxref=GeneID:101145237;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"105","Gorilla_gorilla","G6PD","X",154859500,154861500,"-",154850411,154834731,9089,"Up",154859500,0.0030547,0,2,0,0,2,"ID=gene31223;Dbxref=GeneID:101145237;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"106","Gorilla_gorilla","G6PD","X",154882000,154884500,"-",154850411,154834731,31589,"Up",154882000,0.00315978,0,2,1,2,5,"ID=gene31223;Dbxref=GeneID:101145237;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"116","Homo_sapiens","FKBP4","12",2775500,2777500,"+",2794942,2805423,17442,"Up",2775500,0.00314847,0,2,0,2,4,"ID=gene32318;Dbxref=GeneID:2288,HGNC:HGNC:3720,HPRD:11794,MIM:600611;Name=FKBP4;description=FK506 binding protein 4;gbkey=Gene;gene=FKBP4;gene_biotype=protein_coding;gene_synonym=FKBP51,FKBP52,FKBP59,HBI,Hsp56,p52,PPIase"
"391","Homo_sapiens","SCNN1A","12",6362000,6364000,"-",6377357,6346843,-13357,"Inter",6362000,0.00303975,0,0,1,1,2,"ID=gene32391;Dbxref=GeneID:6337,HGNC:HGNC:10599,HPRD:02575,MIM:600228;Name=SCNN1A;description=sodium channel epithelial 1 alpha subunit;gbkey=Gene;gene=SCNN1A;gene_biotype=protein_coding;gene_synonym=BESC2,ENaCa,ENaCalpha,SCNEA,SCNN1"
"131","Homo_sapiens","CD69","12",9742500,9745000,"-",9760901,9752486,7486,"Down",9742500,0.00324754,0,2,0,2,4,"ID=gene32558;Dbxref=GeneID:969,HGNC:HGNC:1694,HPRD:00119,MIM:107273;Name=CD69;description=CD69 molecule;gbkey=Gene;gene=CD69;gene_biotype=protein_coding;gene_synonym=AIM,BL-AC/P26,CLEC2C,EA1,GP32/28,MLR-3"
"141","Homo_sapiens","MGP","12",14872500,14874500,"-",14885919,14881181,6681,"Down",14872500,0.00301014,0,1,0,0,1,"ID=gene32715;Dbxref=GeneID:4256,HGNC:HGNC:7060,MIM:154870;Name=MGP;description=matrix Gla protein;gbkey=Gene;gene=MGP;gene_biotype=protein_coding;gene_synonym=GIG36,MGLAP,NTI"
"341","Homo_sapiens","MGP","12",14924500,14927000,"-",14885919,14881181,38581,"Up",14924500,0.00307415,0,1,1,2,4,"ID=gene32715;Dbxref=GeneID:4256,HGNC:HGNC:7060,MIM:154870;Name=MGP;description=matrix Gla protein;gbkey=Gene;gene=MGP;gene_biotype=protein_coding;gene_synonym=GIG36,MGLAP,NTI"
"211","Homo_sapiens","BICD1","12",32419000,32421500,"+",32106736,32383637,35363,"Down",32419000,0.00303662,0,1,0,1,2,"ID=gene32959;Dbxref=GeneID:636,HGNC:HGNC:1049,MIM:602204;Name=BICD1;description=BICD cargo adaptor 1;gbkey=Gene;gene=BICD1;gene_biotype=protein_coding;gene_synonym=BICD"
"221","Homo_sapiens","BICD1","12",32429500,32431500,"+",32106736,32383637,45863,"Down",32429500,0.00308791,0,2,0,1,3,"ID=gene32959;Dbxref=GeneID:636,HGNC:HGNC:1049,MIM:602204;Name=BICD1;description=BICD cargo adaptor 1;gbkey=Gene;gene=BICD1;gene_biotype=protein_coding;gene_synonym=BICD"
"151","Homo_sapiens","SLC38A1","12",46174500,46176500,"-",46269425,46183055,6555,"Down",46174500,0.0030171,0,2,0,0,2,"ID=gene33069;Dbxref=GeneID:81539,HGNC:HGNC:13447,MIM:608490;Name=SLC38A1;description=solute carrier family 38 member 1;gbkey=Gene;gene=SLC38A1;gene_biotype=protein_coding;gene_synonym=ATA1,NAT2,SAT1,SNAT1"
"401","Homo_sapiens","SLC38A1","12",46253500,46255500,"-",46269425,46183055,-13925,"Inter",46253500,0.00313449,0,2,0,1,3,"ID=gene33069;Dbxref=GeneID:81539,HGNC:HGNC:13447,MIM:608490;Name=SLC38A1;description=solute carrier family 38 member 1;gbkey=Gene;gene=SLC38A1;gene_biotype=protein_coding;gene_synonym=ATA1,NAT2,SAT1,SNAT1"
"161","Homo_sapiens","VDR","12",47828000,47831500,"-",47905031,47841537,10037,"Down",47828000,0.00314815,0,1,1,5,6,"ID=gene33097;Dbxref=GeneID:7421,HGNC:HGNC:12679,MIM:601769;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding;gene_synonym=NR1I1,PPP1R163"
"411","Homo_sapiens","VDR","12",47847000,47849000,"-",47905031,47841537,-56031,"Inter",47847000,0.00304093,0,0,2,0,2,"ID=gene33097;Dbxref=GeneID:7421,HGNC:HGNC:12679,MIM:601769;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding;gene_synonym=NR1I1,PPP1R163"
"421","Homo_sapiens","VDR","12",47848500,47850500,"-",47905031,47841537,-54531,"Inter",47848500,0.0030171,0,0,2,3,5,"ID=gene33097;Dbxref=GeneID:7421,HGNC:HGNC:12679,MIM:601769;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding;gene_synonym=NR1I1,PPP1R163"
"431","Homo_sapiens","VDR","12",47886000,47888000,"-",47905031,47841537,-17031,"Inter",47886000,0.00303472,0,1,0,2,3,"ID=gene33097;Dbxref=GeneID:7421,HGNC:HGNC:12679,MIM:601769;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding;gene_synonym=NR1I1,PPP1R163"
"351","Homo_sapiens","VDR","12",47906000,47908500,"-",47905031,47841537,969,"Up",47906000,0.00304674,0,1,0,1,2,"ID=gene33097;Dbxref=GeneID:7421,HGNC:HGNC:12679,MIM:601769;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding;gene_synonym=NR1I1,PPP1R163"
"171","Homo_sapiens","WNT10B","12",48953000,48955000,"-",48971858,48965340,10340,"Down",48953000,0.00308491,0,1,1,0,2,"ID=gene33150;Dbxref=GeneID:7480,HGNC:HGNC:12775,HPRD:03548,MIM:601906;Name=WNT10B;description=Wnt family member 10B;gbkey=Gene;gene=WNT10B;gene_biotype=protein_coding;gene_synonym=SHFM6,WNT-12"
"361","Homo_sapiens","WNT10B","12",48991500,48993500,"-",48971858,48965340,19642,"Up",48991500,0.00303464,0,1,1,1,3,"ID=gene33150;Dbxref=GeneID:7480,HGNC:HGNC:12775,HPRD:03548,MIM:601906;Name=WNT10B;description=Wnt family member 10B;gbkey=Gene;gene=WNT10B;gene_biotype=protein_coding;gene_synonym=SHFM6,WNT-12"
"210","Homo_sapiens","WNT1","12",48953000,48955000,"+",48978453,48982613,23453,"Up",48953000,0.00308491,0,1,1,0,2,"ID=gene33152;Dbxref=GeneID:7471,HGNC:HGNC:12774,HPRD:01276,MIM:164820;Name=WNT1;description=Wnt family member 1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding;gene_synonym=BMND16,INT1,OI15"
"231","Homo_sapiens","WNT1","12",48991500,48993500,"+",48978453,48982613,8887,"Down",48991500,0.00303464,0,1,1,1,3,"ID=gene33152;Dbxref=GeneID:7471,HGNC:HGNC:12774,HPRD:01276,MIM:164820;Name=WNT1;description=Wnt family member 1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding;gene_synonym=BMND16,INT1,OI15"
"241","Homo_sapiens","WNT1","12",49032500,49035000,"+",48978453,48982613,49887,"Down",49032500,0.00307599,0,0,0,0,0,"ID=gene33152;Dbxref=GeneID:7471,HGNC:HGNC:12774,HPRD:01276,MIM:164820;Name=WNT1;description=Wnt family member 1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding;gene_synonym=BMND16,INT1,OI15"
"310","Homo_sapiens","NR4A1","12",51997500,51999500,"+",52022832,52059507,23332,"Up",51997500,0.00303408,0,1,0,1,2,"ID=gene33256;Dbxref=GeneID:3164,HGNC:HGNC:7980,HPRD:00744,MIM:139139;Name=NR4A1;description=nuclear receptor subfamily 4 group A member 1;gbkey=Gene;gene=NR4A1;gene_biotype=protein_coding;gene_synonym=GFRP1,HMR,N10,NAK-1,NGFIB,NP10,NUR77,TR3"
"371","Homo_sapiens","NR4A1","12",52045500,52048000,"+",52022832,52059507,-22668,"Inter",52045500,0.00301614,0,1,2,0,3,"ID=gene33256;Dbxref=GeneID:3164,HGNC:HGNC:7980,HPRD:00744,MIM:139139;Name=NR4A1;description=nuclear receptor subfamily 4 group A member 1;gbkey=Gene;gene=NR4A1;gene_biotype=protein_coding;gene_synonym=GFRP1,HMR,N10,NAK-1,NGFIB,NP10,NUR77,TR3"
"410","Homo_sapiens","KRT7","12",52205500,52208000,"+",52233170,52252667,25170,"Up",52205500,0.00308854,0,1,1,1,3,"ID=gene33265;Dbxref=GeneID:3855,HGNC:HGNC:6445,MIM:148059;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding;gene_synonym=CK7,K2C7,K7,SCL"
"510","Homo_sapiens","KRT7","12",52229500,52231500,"+",52233170,52252667,1670,"Up",52229500,0.00304387,0,1,0,2,3,"ID=gene33265;Dbxref=GeneID:3855,HGNC:HGNC:6445,MIM:148059;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding;gene_synonym=CK7,K2C7,K7,SCL"
"251","Homo_sapiens","KRT7","12",52264000,52266000,"+",52233170,52252667,11333,"Down",52264000,0.00302531,0,0,1,1,2,"ID=gene33265;Dbxref=GeneID:3855,HGNC:HGNC:6445,MIM:148059;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding;gene_synonym=CK7,K2C7,K7,SCL"
"261","Homo_sapiens","KRT7","12",52267000,52269000,"+",52233170,52252667,14333,"Down",52267000,0.00305918,0,0,0,3,3,"ID=gene33265;Dbxref=GeneID:3855,HGNC:HGNC:6445,MIM:148059;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding;gene_synonym=CK7,K2C7,K7,SCL"
"271","Homo_sapiens","KRT7","12",52288000,52291000,"+",52233170,52252667,35333,"Down",52288000,0.00317855,0,1,1,3,5,"ID=gene33265;Dbxref=GeneID:3855,HGNC:HGNC:6445,MIM:148059;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding;gene_synonym=CK7,K2C7,K7,SCL"
"281","Homo_sapiens","KRT7","12",52301500,52303500,"+",52233170,52252667,48833,"Down",52301500,0.00300544,0,1,1,1,3,"ID=gene33265;Dbxref=GeneID:3855,HGNC:HGNC:6445,MIM:148059;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding;gene_synonym=CK7,K2C7,K7,SCL"
"610","Homo_sapiens","HOXC13","12",53901000,53903000,"+",53938792,53946544,35792,"Up",53901000,0.00311168,0,2,0,1,3,"ID=gene33346;Dbxref=GeneID:3229,HGNC:HGNC:5125,MIM:142976;Name=HOXC13;description=homeobox C13;gbkey=Gene;gene=HOXC13;gene_biotype=protein_coding;gene_synonym=ECTD9,HOX3,HOX3G"
"710","Homo_sapiens","SUOX","12",55957500,55959500,"+",55996776,56005525,37276,"Up",55957500,0.0030628,0,1,2,1,4,"ID=gene33451;Dbxref=GeneID:6821,HGNC:HGNC:11460,MIM:606887;Name=SUOX;description=sulfite oxidase;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"810","Homo_sapiens","SUOX","12",55981000,55983500,"+",55996776,56005525,13276,"Up",55981000,0.00313829,0,1,0,3,4,"ID=gene33451;Dbxref=GeneID:6821,HGNC:HGNC:11460,MIM:606887;Name=SUOX;description=sulfite oxidase;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"910","Homo_sapiens","SUOX","12",55993500,55996000,"+",55996776,56005525,776,"Up",55993500,0.004285,1,0,0,3,4,"ID=gene33451;Dbxref=GeneID:6821,HGNC:HGNC:11460,MIM:606887;Name=SUOX;description=sulfite oxidase;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"381","Homo_sapiens","SUOX","12",55997500,55999500,"+",55996776,56005525,-724,"Inter",55997500,0.0030188,0,1,0,0,1,"ID=gene33451;Dbxref=GeneID:6821,HGNC:HGNC:11460,MIM:606887;Name=SUOX;description=sulfite oxidase;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"1010","Homo_sapiens","SHMT2","12",57191500,57194000,"+",57229573,57234935,35573,"Up",57191500,0.00310484,0,0,0,5,5,"ID=gene33516;Dbxref=GeneID:6472,HGNC:HGNC:10852,HPRD:00717,MIM:138450;Name=SHMT2;description=serine hydroxymethyltransferase 2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding;gene_synonym=GLYA,HEL-S-51e,SHMT"
"117","Homo_sapiens","SHMT2","12",57193000,57195500,"+",57229573,57234935,34073,"Up",57193000,0.00314993,0,2,0,1,3,"ID=gene33516;Dbxref=GeneID:6472,HGNC:HGNC:10852,HPRD:00717,MIM:138450;Name=SHMT2;description=serine hydroxymethyltransferase 2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding;gene_synonym=GLYA,HEL-S-51e,SHMT"
"121","Homo_sapiens","SHMT2","12",57198000,57200000,"+",57229573,57234935,29573,"Up",57198000,0.00301768,0,1,0,0,1,"ID=gene33516;Dbxref=GeneID:6472,HGNC:HGNC:10852,HPRD:00717,MIM:138450;Name=SHMT2;description=serine hydroxymethyltransferase 2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding;gene_synonym=GLYA,HEL-S-51e,SHMT"
"291","Homo_sapiens","SHMT2","12",57267000,57269000,"+",57229573,57234935,32065,"Down",57267000,0.00302847,0,1,1,1,3,"ID=gene33516;Dbxref=GeneID:6472,HGNC:HGNC:10852,HPRD:00717,MIM:138450;Name=SHMT2;description=serine hydroxymethyltransferase 2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding;gene_synonym=GLYA,HEL-S-51e,SHMT"
"301","Homo_sapiens","SHMT2","12",57273500,57275500,"+",57229573,57234935,38565,"Down",57273500,0.00302256,0,1,0,4,5,"ID=gene33516;Dbxref=GeneID:6472,HGNC:HGNC:10852,HPRD:00717,MIM:138450;Name=SHMT2;description=serine hydroxymethyltransferase 2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding;gene_synonym=GLYA,HEL-S-51e,SHMT"
"181","Homo_sapiens","DDIT3","12",57473000,57475000,"-",57520517,57516588,41588,"Down",57473000,0.00304352,0,1,1,3,5,"ID=gene33527;Dbxref=GeneID:1649,HGNC:HGNC:2726,MIM:126337;Name=DDIT3;description=DNA damage inducible transcript 3;gbkey=Gene;gene=DDIT3;gene_biotype=protein_coding;gene_synonym=CEBPZ,CHOP,CHOP-10,CHOP10,GADD153"
"191","Homo_sapiens","CPM","12",68796000,68798000,"-",68963240,68842200,44200,"Down",68796000,0.0030024,0,1,1,2,4,"ID=gene33724;Dbxref=GeneID:1368,HGNC:HGNC:2311,HPRD:00273,MIM:114860;Name=CPM;description=carboxypeptidase M;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"201","Homo_sapiens","CPM","12",68800000,68802000,"-",68963240,68842200,40200,"Down",68800000,0.00303071,0,1,0,2,3,"ID=gene33724;Dbxref=GeneID:1368,HGNC:HGNC:2311,HPRD:00273,MIM:114860;Name=CPM;description=carboxypeptidase M;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"441","Homo_sapiens","CPM","12",68893500,68895500,"-",68963240,68842200,-67740,"Inter",68893500,0.00302182,0,1,0,1,2,"ID=gene33724;Dbxref=GeneID:1368,HGNC:HGNC:2311,HPRD:00273,MIM:114860;Name=CPM;description=carboxypeptidase M;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"311","Homo_sapiens","RAN","12",130886000,130888000,"+",130871879,130877678,8322,"Down",130886000,0.00307851,0,1,2,1,4,"ID=gene34700;Dbxref=GeneID:5901,HGNC:HGNC:9846,MIM:601179;Name=RAN;description=RAN%2C member RAS oncogene family;gbkey=Gene;gene=RAN;gene_biotype=protein_coding;gene_synonym=ARA24,Gsp1,TC4"
"321","Homo_sapiens","RAN","12",130887500,130890000,"+",130871879,130877678,9822,"Down",130887500,0.00318669,0,0,0,2,2,"ID=gene34700;Dbxref=GeneID:5901,HGNC:HGNC:9846,MIM:601179;Name=RAN;description=RAN%2C member RAS oncogene family;gbkey=Gene;gene=RAN;gene_biotype=protein_coding;gene_synonym=ARA24,Gsp1,TC4"
"331","Homo_sapiens","PUS1","12",131959500,131961500,"+",131929200,131944040,15460,"Down",131959500,0.0030366,0,0,1,0,1,"ID=gene34730;Dbxref=GeneID:80324,HGNC:HGNC:15508,HPRD:10481,MIM:608109;Name=PUS1;description=pseudouridylate synthase 1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding;gene_synonym=MLASA1"
"481","Homo_sapiens","TP53","17",7625500,7627500,"-",7687550,7668402,40902,"Down",7625500,0.00300811,0,0,2,4,6,"ID=gene42314;Dbxref=GeneID:7157,HGNC:HGNC:11998,MIM:191170;Name=TP53;description=tumor protein p53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding;gene_synonym=BCC7,LFS1,P53,TRP53"
"491","Homo_sapiens","TP53","17",7634000,7636500,"-",7687550,7668402,31902,"Down",7634000,0.00314295,0,1,1,4,6,"ID=gene42314;Dbxref=GeneID:7157,HGNC:HGNC:11998,MIM:191170;Name=TP53;description=tumor protein p53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding;gene_synonym=BCC7,LFS1,P53,TRP53"
"781","Homo_sapiens","TP53","17",7692500,7694500,"-",7687550,7668402,4950,"Up",7692500,0.00301434,0,0,3,3,6,"ID=gene42314;Dbxref=GeneID:7157,HGNC:HGNC:11998,MIM:191170;Name=TP53;description=tumor protein p53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding;gene_synonym=BCC7,LFS1,P53,TRP53"
"791","Homo_sapiens","TP53","17",7737500,7739500,"-",7687550,7668402,49950,"Up",7737500,0.00307214,0,1,0,1,2,"ID=gene42314;Dbxref=GeneID:7157,HGNC:HGNC:11998,MIM:191170;Name=TP53;description=tumor protein p53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding;gene_synonym=BCC7,LFS1,P53,TRP53"
"501","Homo_sapiens","VTN","17",28317000,28319000,"-",28370352,28367277,48277,"Down",28317000,0.00301626,0,0,1,3,4,"ID=gene42803;Dbxref=GeneID:7448,HGNC:HGNC:12724,MIM:193190;Name=VTN;description=vitronectin;gbkey=Gene;gene=VTN;gene_biotype=protein_coding;gene_synonym=V75,VN,VNT"
"801","Homo_sapiens","VTN","17",28374500,28377000,"-",28370352,28367277,4148,"Up",28374500,0.00309387,0,1,1,3,5,"ID=gene42803;Dbxref=GeneID:7448,HGNC:HGNC:12724,MIM:193190;Name=VTN;description=vitronectin;gbkey=Gene;gene=VTN;gene_biotype=protein_coding;gene_synonym=V75,VN,VNT"
"811","Homo_sapiens","VTN","17",28419000,28421000,"-",28370352,28367277,48648,"Up",28419000,0.003024,0,0,2,4,6,"ID=gene42803;Dbxref=GeneID:7448,HGNC:HGNC:12724,MIM:193190;Name=VTN;description=vitronectin;gbkey=Gene;gene=VTN;gene_biotype=protein_coding;gene_synonym=V75,VN,VNT"
"511","Homo_sapiens","ALDOC","17",28535500,28537500,"-",28576963,28573115,35615,"Down",28535500,0.00311899,0,2,0,1,3,"ID=gene42813;Dbxref=GeneID:230,HGNC:HGNC:418,HPRD:02386,MIM:103870;Name=ALDOC;description=aldolase%2C fructose-bisphosphate C;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding;gene_synonym=ALDC"
"521","Homo_sapiens","ALDOC","17",28537000,28539500,"-",28576963,28573115,33615,"Down",28537000,0.0030653,0,1,2,4,6,"ID=gene42813;Dbxref=GeneID:230,HGNC:HGNC:418,HPRD:02386,MIM:103870;Name=ALDOC;description=aldolase%2C fructose-bisphosphate C;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding;gene_synonym=ALDC"
"821","Homo_sapiens","ALDOC","17",28606000,28608500,"-",28576963,28573115,29037,"Up",28606000,0.00305158,0,0,1,4,4,"ID=gene42813;Dbxref=GeneID:230,HGNC:HGNC:418,HPRD:02386,MIM:103870;Name=ALDOC;description=aldolase%2C fructose-bisphosphate C;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding;gene_synonym=ALDC"
"621","Homo_sapiens","CDC6","17",40308000,40310500,"+",40287689,40303161,4839,"Down",40308000,0.00303225,0,2,0,2,4,"ID=gene43210;Dbxref=GeneID:990,HGNC:HGNC:1744,HPRD:04022,MIM:602627;Name=CDC6;description=cell division cycle 6;gbkey=Gene;gene=CDC6;gene_biotype=protein_coding;gene_synonym=CDC18L,HsCDC18,HsCDC6"
"631","Homo_sapiens","CDC6","17",40352000,40354000,"+",40287689,40303161,48839,"Down",40352000,0.0030059,0,0,2,1,3,"ID=gene43210;Dbxref=GeneID:990,HGNC:HGNC:1744,HPRD:04022,MIM:602627;Name=CDC6;description=cell division cycle 6;gbkey=Gene;gene=CDC6;gene_biotype=protein_coding;gene_synonym=CDC18L,HsCDC18,HsCDC6"
"451","Homo_sapiens","IGFBP4","17",40432000,40434000,"+",40443424,40457730,9424,"Up",40432000,0.00305905,0,1,1,0,2,"ID=gene43220;Dbxref=GeneID:3487,HGNC:HGNC:5473,MIM:146733;Name=IGFBP4;description=insulin like growth factor binding protein 4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding;gene_synonym=BP-4,HT29-IGFBP,IBP4,IGFBP-4"
"641","Homo_sapiens","IGFBP4","17",40470000,40472000,"+",40443424,40457730,12270,"Down",40470000,0.00307442,0,2,0,1,3,"ID=gene43220;Dbxref=GeneID:3487,HGNC:HGNC:5473,MIM:146733;Name=IGFBP4;description=insulin like growth factor binding protein 4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding;gene_synonym=BP-4,HT29-IGFBP,IBP4,IGFBP-4"
"651","Homo_sapiens","IGFBP4","17",40479500,40481500,"+",40443424,40457730,21770,"Down",40479500,0.00300783,0,1,1,2,4,"ID=gene43220;Dbxref=GeneID:3487,HGNC:HGNC:5473,MIM:146733;Name=IGFBP4;description=insulin like growth factor binding protein 4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding;gene_synonym=BP-4,HT29-IGFBP,IBP4,IGFBP-4"
"661","Homo_sapiens","IGFBP4","17",40481500,40483500,"+",40443424,40457730,23770,"Down",40481500,0.0030011,0,0,1,2,3,"ID=gene43220;Dbxref=GeneID:3487,HGNC:HGNC:5473,MIM:146733;Name=IGFBP4;description=insulin like growth factor binding protein 4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding;gene_synonym=BP-4,HT29-IGFBP,IBP4,IGFBP-4"
"671","Homo_sapiens","IGFBP4","17",40489500,40491500,"+",40443424,40457730,31770,"Down",40489500,0.00302338,0,1,0,3,4,"ID=gene43220;Dbxref=GeneID:3487,HGNC:HGNC:5473,MIM:146733;Name=IGFBP4;description=insulin like growth factor binding protein 4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding;gene_synonym=BP-4,HT29-IGFBP,IBP4,IGFBP-4"
"531","Homo_sapiens","KRT19","17",41478500,41481500,"-",41528389,41523617,42117,"Down",41478500,0.00341117,0,0,1,5,5,"ID=gene43303;Dbxref=GeneID:3880,HGNC:HGNC:6436,HPRD:01007,MIM:148020;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding;gene_synonym=CK19,K19,K1CS"
"541","Homo_sapiens","KRT19","17",41488000,41490000,"-",41528389,41523617,33617,"Down",41488000,0.00300531,0,1,0,2,3,"ID=gene43303;Dbxref=GeneID:3880,HGNC:HGNC:6436,HPRD:01007,MIM:148020;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding;gene_synonym=CK19,K19,K1CS"
"551","Homo_sapiens","KRT19","17",41503000,41505000,"-",41528389,41523617,18617,"Down",41503000,0.00303451,0,0,2,1,3,"ID=gene43303;Dbxref=GeneID:3880,HGNC:HGNC:6436,HPRD:01007,MIM:148020;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding;gene_synonym=CK19,K19,K1CS"
"561","Homo_sapiens","KRT19","17",41516000,41518500,"-",41528389,41523617,5117,"Down",41516000,0.00316385,0,1,1,2,4,"ID=gene43303;Dbxref=GeneID:3880,HGNC:HGNC:6436,HPRD:01007,MIM:148020;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding;gene_synonym=CK19,K19,K1CS"
"931","Homo_sapiens","KRT19","17",41526000,41528000,"-",41528389,41523617,-389,"Inter",41526000,0.00305132,0,1,2,1,4,"ID=gene43303;Dbxref=GeneID:3880,HGNC:HGNC:6436,HPRD:01007,MIM:148020;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding;gene_synonym=CK19,K19,K1CS"
"831","Homo_sapiens","KRT19","17",41538000,41540000,"-",41528389,41523617,9611,"Up",41538000,0.00305469,0,1,0,3,4,"ID=gene43303;Dbxref=GeneID:3880,HGNC:HGNC:6436,HPRD:01007,MIM:148020;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding;gene_synonym=CK19,K19,K1CS"
"841","Homo_sapiens","KRT19","17",41547000,41549000,"-",41528389,41523617,18611,"Up",41547000,0.00309629,0,2,0,0,2,"ID=gene43303;Dbxref=GeneID:3880,HGNC:HGNC:6436,HPRD:01007,MIM:148020;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding;gene_synonym=CK19,K19,K1CS"
"851","Homo_sapiens","KRT19","17",41552500,41554500,"-",41528389,41523617,24111,"Up",41552500,0.00303398,0,1,0,1,2,"ID=gene43303;Dbxref=GeneID:3880,HGNC:HGNC:6436,HPRD:01007,MIM:148020;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding;gene_synonym=CK19,K19,K1CS"
"681","Homo_sapiens","NMT1","17",45120000,45122000,"+",45061291,45109016,10984,"Down",45120000,0.00301914,0,0,2,1,3,"ID=gene43488;Dbxref=GeneID:4836,HGNC:HGNC:7857,HPRD:01187,MIM:160993;Name=NMT1;description=N-myristoyltransferase 1;gbkey=Gene;gene=NMT1;gene_biotype=protein_coding;gene_synonym=NMT"
